max_altitude,rise_azimuth,set_azimuth,archived,experimental,year,station_lat,station_lng,station_alt,horizon,station_status,duration_seconds,hour_of_day,day_of_week,month,day_of_year,week_of_year,altitude_squared,altitude_log,hour_sin,hour_cos,month_sin,month_cos,abs_latitude,true_label,predicted_label,error_type
2.0,56.0,102.0,0,0,2024,50.75,6.216,277,0,2,261.0,11,0,12,365,1,4.0,1.0986122886681098,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,50.75,1.0,0.0,False Negative
88.0,168.0,348.0,1,0,2023,29.1042,48.125,20,10,2,460.0,18,3,12,362,52,7744.0,4.48863636973214,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,29.1042,0.0,1.0,False Positive
68.0,153.0,351.0,1,0,2024,55.693167,37.347033,203,15,2,369.0,4,3,7,200,29,4624.0,4.23410650459726,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,55.693167,0.0,1.0,False Positive
68.0,15.0,187.0,1,0,2024,28.06,-80.62,7,10,0,760.0,15,1,8,240,35,4624.0,4.23410650459726,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,28.06,0.0,1.0,False Positive
78.0,11.0,198.0,1,0,2022,48.886,8.693,337,3,0,691.0,8,6,5,121,17,6084.0,4.3694478524670215,0.8660254037844387,-0.4999999999999998,0.4999999999999999,-0.8660254037844387,48.886,0.0,1.0,False Positive
37.0,327.0,125.0,1,0,2023,24.916,121.674,30,0,1,650.0,20,2,1,11,2,1369.0,3.6375861597263857,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,24.916,1.0,0.0,False Negative
9.0,60.0,126.0,1,0,2021,30.05973,-99.15139,500,1,2,325.0,15,5,12,352,50,81.0,2.302585092994046,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,30.05973,0.0,1.0,False Positive
86.0,282.0,99.0,1,0,2022,-34.48,-58.78,25,10,0,348.0,0,4,12,350,50,7396.0,4.465908118654584,0.0,1.0,-2.4492935982947064e-16,1.0,34.48,1.0,0.0,False Negative
71.0,239.0,49.0,0,0,2025,40.159,-78.9153,513,10,2,401.0,4,5,5,123,18,5041.0,4.276666119016055,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,40.159,1.0,0.0,False Negative
42.0,19.0,178.0,1,0,2024,38.697,-77.805,181,10,2,667.0,1,2,11,318,46,1764.0,3.7612001156935615,0.2588190451025207,0.9659258262890684,-0.5000000000000004,0.8660254037844384,38.697,1.0,0.0,False Negative
77.0,12.0,199.0,0,0,2025,49.01,18.29,250,10,2,759.0,21,1,4,112,17,5929.0,4.356708826689592,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,49.01,0.0,1.0,False Positive
82.0,168.0,346.0,1,1,2024,50.567,22.074,12,7,2,504.0,20,4,6,166,24,6724.0,4.418840607796598,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,50.567,0.0,1.0,False Positive
46.0,290.0,154.0,0,1,2025,41.487,2.171,40,15,0,526.0,23,5,9,263,38,2116.0,3.8501476017100575,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16,41.487,1.0,0.0,False Negative
47.0,127.0,70.0,0,0,2024,40.0091,-105.247,20,0,0,222.0,23,6,12,364,52,2209.0,3.871201010907891,-0.2588190451025215,0.965925826289068,-2.4492935982947064e-16,1.0,40.0091,0.0,1.0,False Positive
41.0,240.0,326.0,1,0,2022,40.569,-105.226,1865,20,0,992.0,2,5,9,260,37,1681.0,3.737669618283368,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16,40.569,0.0,1.0,False Positive
41.0,350.0,206.0,1,0,2023,-41.1394,-71.3059,893,10,0,425.0,3,2,5,130,19,1681.0,3.737669618283368,0.7071067811865476,0.7071067811865476,0.4999999999999999,-0.8660254037844387,41.1394,1.0,0.0,False Negative
32.0,295.0,232.0,1,0,2024,-27.492,153.069,29,20,2,1800.0,17,2,8,241,35,1024.0,3.49650756146648,-0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004,27.492,0.0,1.0,False Positive
80.0,231.0,49.0,1,0,2023,37.103,-121.634,110,10,2,665.0,6,0,5,128,19,6400.0,4.394449154672439,1.0,6.123233995736766e-17,0.4999999999999999,-0.8660254037844387,37.103,1.0,0.0,False Negative
2.0,331.0,20.0,1,0,2024,40.03241,-105.24567,1630,3,1,317.0,3,4,7,194,28,4.0,1.0986122886681098,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,40.03241,0.0,1.0,False Positive
49.0,178.0,343.0,0,0,2025,44.04,8.22,4,4,2,669.0,14,4,8,213,31,2401.0,3.912023005428146,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,44.04,0.0,1.0,False Positive
25.0,254.0,118.0,0,0,2025,38.03960606459199,23.79750602160133,239,10,1,787.0,10,4,9,255,37,625.0,3.258096538021482,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210294e-16,38.03960606459199,1.0,0.0,False Negative
60.0,159.0,353.0,1,0,2024,37.867,-90.591,300,20,2,700.0,13,3,7,207,30,3600.0,4.110873864173311,-0.2588190451025208,-0.9659258262890684,-0.4999999999999997,-0.8660254037844388,37.867,1.0,0.0,False Negative
78.0,15.0,190.0,0,0,2025,49.2169371,7.01402,224,10,0,440.0,8,1,5,140,21,6084.0,4.3694478524670215,0.8660254037844387,-0.4999999999999998,0.4999999999999999,-0.8660254037844387,49.2169371,0.0,1.0,False Positive
51.0,360.0,205.0,1,0,2023,-3.708,128.193,10,6,0,731.0,20,0,10,303,44,2601.0,3.951243718581428,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,3.708,1.0,0.0,False Negative
42.0,348.0,222.0,0,0,2025,38.048,23.739,104,20,2,186.0,4,2,11,309,45,1764.0,3.7612001156935615,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,38.048,0.0,1.0,False Positive
16.0,103.0,344.0,0,0,2025,63.854,20.208,35,0,2,598.0,5,1,10,280,41,256.0,2.833213344056216,0.9659258262890684,0.2588190451025207,-0.8660254037844386,0.5000000000000001,63.854,1.0,0.0,False Negative
24.0,215.0,322.0,1,1,2024,49.787,9.968,200,10,0,517.0,17,3,1,25,4,576.0,3.218875824868201,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,49.787,1.0,0.0,False Negative
86.0,166.0,349.0,0,1,2025,42.019,0.7444,755,15,1,641.0,21,6,3,61,9,7396.0,4.465908118654584,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,42.019,0.0,1.0,False Positive
38.0,34.0,163.0,1,0,2023,42.019,0.7444,755,15,1,351.0,8,2,6,179,26,1444.0,3.6635616461296463,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,42.019,0.0,1.0,False Positive
44.0,18.0,179.0,0,0,2025,51.438,-0.458,15,0,2,690.0,10,0,2,55,9,1936.0,3.80666248977032,0.4999999999999999,-0.8660254037844387,0.8660254037844386,0.5000000000000001,51.438,0.0,1.0,False Positive
57.0,327.0,137.0,1,0,2024,-40.95972,175.6575,150,0,2,434.0,13,3,8,228,33,3249.0,4.060443010546419,-0.2588190451025208,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004,40.95972,1.0,0.0,False Negative
71.0,13.0,188.0,1,0,2023,34.1338,-117.8951,203,5,0,691.0,18,1,7,199,29,5041.0,4.276666119016055,-1.0,-1.8369701987210294e-16,-0.4999999999999997,-0.8660254037844388,34.1338,1.0,0.0,False Negative
84.0,188.0,3.0,1,0,2023,48.886,8.693,337,46,1,270.0,20,2,12,361,52,7056.0,4.442651256490317,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,48.886,0.0,1.0,False Positive
86.0,17.0,196.0,1,1,2023,59.44211,24.36978,25,10,0,492.0,2,4,6,153,22,7396.0,4.465908118654584,0.4999999999999999,0.8660254037844387,1.2246467991473532e-16,-1.0,59.44211,1.0,0.0,False Negative
82.0,9.0,193.0,1,0,2023,-3.708,128.193,10,6,0,556.0,0,1,11,311,45,6724.0,4.418840607796598,0.0,1.0,-0.5000000000000004,0.8660254037844384,3.708,1.0,0.0,False Negative
47.0,179.0,342.0,1,0,2024,52.465,-2.603,390,0,2,747.0,22,3,9,249,36,2209.0,3.871201010907891,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210294e-16,52.465,0.0,1.0,False Positive
36.0,177.0,47.0,1,0,2023,45.462,-122.727,145,10,0,590.0,6,5,9,259,37,1296.0,3.610917912644224,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16,45.462,1.0,0.0,False Negative
36.0,30.0,174.0,1,0,2023,-3.708,128.193,10,6,0,501.0,20,5,10,294,42,1296.0,3.610917912644224,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,3.708,1.0,0.0,False Negative
37.0,3.0,212.0,1,0,2024,41.0053,39.2978,490,10,2,679.0,17,4,7,187,27,1369.0,3.6375861597263857,-0.9659258262890684,-0.2588190451025206,-0.4999999999999997,-0.8660254037844388,41.0053,0.0,1.0,False Positive
28.0,326.0,350.0,1,0,2022,-35.279,138.453,20,20,1,250.0,12,2,12,341,49,784.0,3.367295829986474,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,35.279,1.0,0.0,False Negative
86.0,13.0,196.0,1,0,2023,50.609,7.225,60,16,1,721.0,13,3,7,187,27,7396.0,4.465908118654584,-0.2588190451025208,-0.9659258262890684,-0.4999999999999997,-0.8660254037844388,50.609,1.0,0.0,False Negative
23.0,82.0,31.0,0,0,2025,50.436,30.545,220,20,0,199.0,18,0,6,160,24,529.0,3.1780538303479458,-1.0,-1.8369701987210294e-16,1.2246467991473532e-16,-1.0,50.436,0.0,1.0,False Positive
64.0,108.0,5.0,0,0,2024,63.854,20.208,35,10,2,182.0,6,1,12,359,52,4096.0,4.174387269895637,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,63.854,0.0,1.0,False Positive
74.0,244.0,71.0,1,0,2024,49.143329,19.489134,598,3,0,554.0,18,1,11,317,46,5476.0,4.31748811353631,-1.0,-1.8369701987210294e-16,-0.5000000000000004,0.8660254037844384,49.143329,1.0,0.0,False Negative
50.0,4.0,203.0,0,0,2025,29.308892,48.018918,55,20,2,687.0,8,1,2,56,9,2500.0,3.9318256327243257,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,29.308892,1.0,0.0,False Negative
14.0,355.0,290.0,1,0,2022,63.854,20.208,35,10,2,260.0,1,5,8,225,32,196.0,2.70805020110221,0.2588190451025207,0.9659258262890684,-0.8660254037844385,-0.5000000000000004,63.854,0.0,1.0,False Positive
48.0,156.0,354.0,0,1,2025,42.019,0.7444,755,15,1,615.0,22,3,4,114,17,2304.0,3.8918202981106265,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,42.019,0.0,1.0,False Positive
85.0,163.0,347.0,0,1,2025,49.2244,10.7285,496,10,2,453.0,10,0,7,188,28,7225.0,4.454347296253507,0.4999999999999999,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,49.2244,1.0,0.0,False Negative
51.0,155.0,354.0,1,0,2023,42.019,0.7444,755,15,1,692.0,21,4,12,335,48,2601.0,3.951243718581428,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,42.019,0.0,1.0,False Positive
63.0,181.0,329.0,0,0,2025,63.854,20.208,35,10,2,180.0,20,6,1,26,4,3969.0,4.158883083359672,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,63.854,0.0,1.0,False Positive
62.0,153.0,357.0,0,1,2025,42.687,23.307,630,15,2,383.0,18,2,7,204,30,3844.0,4.143134726391533,-1.0,-1.8369701987210294e-16,-0.4999999999999997,-0.8660254037844388,42.687,0.0,1.0,False Positive
54.0,177.0,344.0,1,0,2025,38.353,-81.687,270,15,2,695.0,4,0,2,34,6,2916.0,4.007333185232471,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,38.353,1.0,0.0,False Negative
17.0,105.0,24.0,0,0,2025,50.0482,-5.181,200,11,2,232.0,22,1,11,308,45,289.0,2.8903717578961645,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,50.0482,0.0,1.0,False Positive
40.0,310.0,109.0,0,0,2025,42.4557,-71.2279,70,30,2,685.0,15,2,8,232,34,1600.0,3.713572066704308,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,42.4557,1.0,0.0,False Negative
49.0,186.0,336.0,1,0,2023,38.555972,-78.062523,186,10,0,632.0,19,3,11,327,47,2401.0,3.912023005428146,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,38.555972,1.0,0.0,False Negative
84.0,168.0,348.0,1,0,2024,42.039621,-71.063597,30,10,2,690.0,12,0,11,316,46,7056.0,4.442651256490317,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,42.039621,1.0,0.0,False Negative
41.0,19.0,178.0,1,0,2024,42.019,0.7444,755,15,1,717.0,8,1,5,142,21,1681.0,3.737669618283368,0.8660254037844387,-0.4999999999999998,0.4999999999999999,-0.8660254037844387,42.019,0.0,1.0,False Positive
83.0,18.0,203.0,1,0,2024,64.7941,-147.536,147,7,2,679.0,7,1,11,310,45,6889.0,4.430816798843313,0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384,64.7941,0.0,1.0,False Positive
50.0,179.0,329.0,1,0,2023,-38.28,-57.854,10,20,2,487.0,20,2,4,116,17,2500.0,3.9318256327243257,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,38.28,0.0,1.0,False Positive
89.0,330.0,151.0,1,0,2023,39.5856507,32.6616518,1080,10,2,498.0,11,2,8,242,35,7921.0,4.499809670330265,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,39.5856507,1.0,0.0,False Negative
63.0,9.0,204.0,1,0,2022,51.099,-0.217,80,25,2,528.0,9,2,8,222,32,3969.0,4.158883083359672,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,51.099,0.0,1.0,False Positive
19.0,198.0,332.0,1,0,2024,40.0091,-105.247,20,0,0,595.0,18,6,4,119,17,361.0,2.995732273553991,-1.0,-1.8369701987210294e-16,0.8660254037844387,-0.4999999999999998,40.0091,0.0,1.0,False Positive
66.0,23.0,157.0,0,0,2025,40.164,-105.093,1626,0,2,180.0,16,3,5,135,20,4356.0,4.204692619390966,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,-0.8660254037844387,40.164,0.0,1.0,False Positive
72.0,14.0,190.0,0,1,2025,51.243,-0.589,62,0,1,669.0,10,5,1,4,1,5184.0,4.290459441148391,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387,51.243,0.0,1.0,False Positive
11.0,46.0,126.0,0,0,2025,50.359,30.388,200,5,2,399.0,10,1,8,217,32,121.0,2.4849066497880004,0.4999999999999999,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,50.359,0.0,1.0,False Positive
5.0,223.0,148.0,0,0,2024,-34.864,138.635,76,25,2,402.0,5,0,12,365,1,25.0,1.791759469228055,0.9659258262890684,0.2588190451025207,-2.4492935982947064e-16,1.0,34.864,1.0,0.0,False Negative
63.0,155.0,351.0,1,1,2022,40.0091,-105.247,20,0,0,929.0,22,2,8,243,35,3969.0,4.158883083359672,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,40.0091,0.0,1.0,False Positive
38.0,215.0,64.0,0,0,2025,38.03960606459199,23.79750602160133,239,10,1,874.0,7,4,7,185,27,1444.0,3.6635616461296463,0.9659258262890684,-0.2588190451025206,-0.4999999999999997,-0.8660254037844388,38.03960606459199,0.0,1.0,False Positive
18.0,327.0,237.0,1,0,2025,2.811185,-60.680964,9,15,2,253.0,21,6,6,173,25,324.0,2.9444389791664403,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,2.811185,0.0,1.0,False Positive
45.0,139.0,11.0,1,0,2023,34.169,-118.942,283,20,1,283.0,17,2,4,102,15,2025.0,3.828641396489095,-0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,34.169,1.0,0.0,False Negative
82.0,15.0,191.0,0,0,2025,49.2169371,7.01402,224,10,0,355.0,23,3,5,149,22,6724.0,4.418840607796598,-0.2588190451025215,0.965925826289068,0.4999999999999999,-0.8660254037844387,49.2169371,0.0,1.0,False Positive
32.0,121.0,23.0,1,0,2024,38.353,140.822,123,20,2,238.0,14,3,8,242,35,1024.0,3.49650756146648,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,38.353,1.0,0.0,False Negative
84.0,154.0,346.0,1,0,2023,63.854,20.208,35,0,2,180.0,14,1,10,290,42,7056.0,4.442651256490317,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,63.854,0.0,1.0,False Positive
23.0,246.0,297.0,0,0,2025,52.487,13.475,23,20,2,326.0,17,6,3,75,11,529.0,3.1780538303479458,-0.9659258262890684,-0.2588190451025206,1.0,6.123233995736766e-17,52.487,1.0,0.0,False Negative
18.0,359.0,236.0,1,0,2025,47.43717,19.13605,117,10,1,666.0,13,2,6,176,26,324.0,2.9444389791664403,-0.2588190451025208,-0.9659258262890684,1.2246467991473532e-16,-1.0,47.43717,0.0,1.0,False Positive
69.0,153.0,354.0,1,0,2025,49.977285,8.231502,100,20,2,337.0,0,0,5,139,21,4761.0,4.248495242049359,0.0,1.0,0.4999999999999999,-0.8660254037844387,49.977285,0.0,1.0,False Positive
10.0,141.0,6.0,0,0,2025,45.88201,-66.76792,90,10,2,233.0,3,2,9,246,36,100.0,2.3978952727983707,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210294e-16,45.88201,0.0,1.0,False Positive
55.0,35.0,171.0,1,0,2024,-19.861,-44.619,800,30,2,247.0,11,1,7,198,29,3025.0,4.02535169073515,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,19.861,1.0,0.0,False Negative
41.0,6.0,214.0,1,1,2024,40.247089,-111.647828,1435,30,0,879.0,13,5,7,195,28,1681.0,3.737669618283368,-0.2588190451025208,-0.9659258262890684,-0.4999999999999997,-0.8660254037844388,40.247089,0.0,1.0,False Positive
4.0,247.0,309.0,1,0,2023,48.033,17.387,124,1,2,343.0,22,2,2,46,7,16.0,1.6094379124341005,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,48.033,1.0,0.0,False Negative
55.0,24.0,176.0,0,1,2025,42.687,23.307,630,15,2,342.0,9,2,7,204,30,3025.0,4.02535169073515,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,42.687,0.0,1.0,False Positive
83.0,19.0,190.0,1,0,2023,48.886,8.693,337,46,1,180.0,4,5,11,322,46,6889.0,4.430816798843313,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,48.886,0.0,1.0,False Positive
11.0,356.0,250.0,1,0,2024,51.904,-8.664,101,10,2,545.0,23,3,12,340,49,121.0,2.4849066497880004,-0.2588190451025215,0.965925826289068,-2.4492935982947064e-16,1.0,51.904,1.0,0.0,False Negative
29.0,133.0,1.0,1,0,2024,50.359,30.388,200,5,2,529.0,17,6,4,98,14,841.0,3.4011973816621555,-0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,50.359,0.0,1.0,False Positive
58.0,357.0,226.0,1,0,2023,51.41016131,-0.84604257,50,30,0,305.0,7,2,7,193,28,3364.0,4.07753744390572,0.9659258262890684,-0.2588190451025206,-0.4999999999999997,-0.8660254037844388,51.41016131,1.0,0.0,False Negative
5.0,47.0,17.0,1,0,2024,45.07,7.52,350,0,0,180.0,11,0,5,134,20,25.0,1.791759469228055,0.258819045102521,-0.9659258262890682,0.4999999999999999,-0.8660254037844387,45.07,1.0,0.0,False Negative
42.0,321.0,87.0,1,0,2022,43.704,-79.369,143,25,0,237.0,2,0,3,87,13,1764.0,3.7612001156935615,0.4999999999999999,0.8660254037844387,1.0,6.123233995736766e-17,43.704,0.0,1.0,False Positive
71.0,10.0,200.0,1,0,2023,45.315173,-73.749788,60,10,0,743.0,14,0,7,191,28,5041.0,4.276666119016055,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,45.315173,1.0,0.0,False Negative
4.0,43.0,111.0,1,0,2024,55.693167,37.347033,203,15,2,385.0,6,4,9,250,36,16.0,1.6094379124341005,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16,55.693167,0.0,1.0,False Positive
32.0,258.0,49.0,0,0,2025,40.0091,-105.247,20,0,0,676.0,18,1,7,210,31,1024.0,3.49650756146648,-1.0,-1.8369701987210294e-16,-0.4999999999999997,-0.8660254037844388,40.0091,1.0,0.0,False Negative
19.0,308.0,59.0,0,0,2025,-6.5936,106.772,240,5,2,571.0,16,4,8,227,33,361.0,2.995732273553991,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,6.5936,1.0,0.0,False Negative
51.0,147.0,356.0,0,0,2025,51.099,-0.217,80,25,2,441.0,21,3,2,58,9,2601.0,3.951243718581428,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,51.099,0.0,1.0,False Positive
71.0,241.0,70.0,0,0,2025,41.8458,-72.4711,106,20,2,737.0,21,1,11,308,45,5041.0,4.276666119016055,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,41.8458,0.0,1.0,False Positive
80.0,158.0,353.0,1,0,2022,40.569,-105.226,1865,20,0,275.0,8,3,8,230,33,6400.0,4.394449154672439,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,40.569,0.0,1.0,False Positive
64.0,359.0,203.0,0,0,2024,-38.28,-57.854,10,20,2,441.0,8,1,11,324,47,4096.0,4.174387269895637,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,38.28,0.0,1.0,False Positive
29.0,329.0,113.0,1,0,2023,30.05973,-99.15139,500,3,2,535.0,21,2,6,165,24,841.0,3.4011973816621555,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,30.05973,0.0,1.0,False Positive
4.0,164.0,97.0,1,0,2023,30.05973,-99.15139,500,1,2,341.0,19,2,9,263,38,16.0,1.6094379124341005,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16,30.05973,0.0,1.0,False Positive
34.0,329.0,115.0,1,0,2024,-37.734,175.23,35,0,2,854.0,0,5,3,83,12,1156.0,3.555348061489413,0.0,1.0,1.0,6.123233995736766e-17,37.734,1.0,0.0,False Negative
58.0,157.0,349.0,0,0,2025,53.1094,6.1076,6,10,2,529.0,0,4,1,31,5,3364.0,4.07753744390572,0.0,1.0,0.4999999999999999,0.8660254037844387,53.1094,0.0,1.0,False Positive
30.0,356.0,229.0,1,0,2023,53.902,27.047,280,0,2,329.0,6,1,10,276,40,900.0,3.4339872044851463,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,53.902,0.0,1.0,False Positive
50.0,19.0,183.0,1,0,2023,63.854,20.208,35,20,0,841.0,2,6,5,148,21,2500.0,3.9318256327243257,0.4999999999999999,0.8660254037844387,0.4999999999999999,-0.8660254037844387,63.854,1.0,0.0,False Negative
23.0,10.0,236.0,0,0,2025,59.453,17.89,7,7,2,652.0,13,3,7,191,28,529.0,3.1780538303479458,-0.2588190451025208,-0.9659258262890684,-0.4999999999999997,-0.8660254037844388,59.453,0.0,1.0,False Positive
47.0,185.0,336.0,0,0,2025,49.2169371,7.01402,224,10,0,437.0,0,4,4,108,16,2209.0,3.871201010907891,0.0,1.0,0.8660254037844387,-0.4999999999999998,49.2169371,0.0,1.0,False Positive
4.0,205.0,278.0,1,0,2024,-37.734,175.23,35,0,2,420.0,12,3,8,214,31,16.0,1.6094379124341005,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,37.734,1.0,0.0,False Negative
28.0,24.0,171.0,1,0,2024,33.323,-86.888,231,0,2,621.0,19,2,6,178,26,784.0,3.367295829986474,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,33.323,1.0,0.0,False Negative
80.0,340.0,150.0,1,0,2022,-27.492,153.069,29,20,2,305.0,2,0,5,129,19,6400.0,4.394449154672439,0.4999999999999999,0.8660254037844387,0.4999999999999999,-0.8660254037844387,27.492,0.0,1.0,False Positive
42.0,50.0,147.0,1,0,2022,63.854,20.208,35,20,0,192.0,9,0,10,297,43,1764.0,3.7612001156935615,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,63.854,0.0,1.0,False Positive
